TradingDate,Time,TSM_5m_Ret,TSM_Intraday_Ret,TSM_Mom3,TSM_Vol_Ratio
2024-04-01,09:00:00,0.0,-0.0038314176245210726,0.0,1.0
2024-04-01,09:05:00,0.0,-0.0038314176245210726,0.0,0.3899119295436349
2024-04-01,09:10:00,-0.001282051282051282,-0.005108556832694764,0.0,0.21929499072356215
2024-04-01,09:15:00,0.0012836970474967907,-0.0038314176245210726,0.0,0.8424135910954892
2024-04-01,09:20:00,-0.001282051282051282,-0.005108556832694764,-0.001277139208173691,0.9152907394113424
2024-04-01,09:25:00,-0.0012836970474967907,-0.006385696040868455,-0.001277139208173691,0.44651162790697674
2024-04-01,09:30:00,0.0,-0.006385696040868455,-0.002554278416347382,0.27410087252606935
2024-04-01,09:35:00,0.0,-0.006385696040868455,-0.001277139208173691,0.3437881873727088
2024-04-01,09:40:00,-0.0038560411311053984,-0.010217113665389528,-0.0038314176245210726,1.0335316387236344
2024-04-01,09:45:00,0.0025806451612903226,-0.007662835249042145,-0.001277139208173691,1.053225806451613
2024-04-01,09:50:00,0.0,-0.007662835249042145,-0.001277139208173691,0.654126213592233
2024-04-01,09:55:00,-0.002574002574002574,-0.010217113665389528,0.0,0.614853195164076
2024-04-01,10:00:00,0.0012903225806451613,-0.008939974457215836,-0.001277139208173691,1.2513007284079085
2024-04-01,10:05:00,-0.001288659793814433,-0.010217113665389528,-0.002554278416347382,0.6229182202336565
2024-04-01,10:10:00,-0.0025806451612903226,-0.01277139208173691,-0.002554278416347382,0.6321428571428571
2024-04-01,10:15:00,0.00129366106080207,-0.011494252873563218,-0.002554278416347382,0.2530755711775044
2024-04-01,10:20:00,0.0012919896640826874,-0.010217113665389528,0.0,0.7918900804289544
2024-04-01,10:25:00,-0.0025806451612903226,-0.01277139208173691,0.0,0.732961851693099
2024-04-01,10:30:00,0.00129366106080207,-0.011494252873563218,0.0,0.2729193071398395
2024-04-01,10:35:00,0.0,-0.011494252873563218,-0.001277139208173691,0.3772020725388601
2024-04-01,10:40:00,0.0,-0.011494252873563218,0.001277139208173691,0.6558622436059762
2024-04-01,10:45:00,0.0,-0.011494252873563218,0.0,0.3525980911983033
2024-04-01,10:50:00,0.0,-0.011494252873563218,0.0,0.7619795758051846
2024-04-01,10:55:00,0.0,-0.011494252873563218,0.0,0.4741075208127557
2024-04-01,11:00:00,-0.002583979328165375,-0.0140485312899106,-0.002554278416347382,0.702075702075702
2024-04-01,11:05:00,0.0,-0.0140485312899106,-0.002554278416347382,0.4374508261211644
2024-04-01,11:10:00,0.0025906735751295338,-0.011494252873563218,0.0,1.2117521692799513
2024-04-01,11:15:00,-0.0012919896640826874,-0.01277139208173691,0.001277139208173691,0.4759711346537694
2024-04-01,11:20:00,0.0,-0.01277139208173691,0.001277139208173691,0.3740814963259853
2024-04-01,11:25:00,-0.00129366106080207,-0.0140485312899106,-0.002554278416347382,1.0815602836879432
2024-04-01,11:30:00,-0.0012953367875647669,-0.01532567049808429,-0.002554278416347382,1.0027149321266968
2024-04-01,11:35:00,0.0012970168612191958,-0.0140485312899106,-0.001277139208173691,1.135036496350365
2024-04-01,11:40:00,0.0,-0.0140485312899106,0.0,1.1042455650787324
2024-04-01,11:45:00,-0.0012953367875647669,-0.01532567049808429,0.0,0.7836667354093628
2024-04-01,11:50:00,0.0,-0.01532567049808429,-0.001277139208173691,0.5369127516778524
2024-04-01,11:55:00,0.0,-0.01532567049808429,-0.001277139208173691,0.9879160483358067
2024-04-01,12:00:00,0.0,-0.01532567049808429,0.0,1.6748348604304282
2024-04-01,12:05:00,0.0012970168612191958,-0.0140485312899106,0.001277139208173691,1.1288558302340843
2024-04-01,12:10:00,-0.0012953367875647669,-0.01532567049808429,0.0,0.704807483141179
2024-04-01,12:15:00,0.0012970168612191958,-0.0140485312899106,0.001277139208173691,0.6061937184274104
2024-04-01,12:20:00,0.0,-0.0140485312899106,0.0,1.277523435796817
2024-04-01,12:25:00,0.0,-0.0140485312899106,0.001277139208173691,0.6642066420664207
2024-04-01,12:30:00,-0.0012953367875647669,-0.01532567049808429,-0.001277139208173691,1.086765994741455
2024-04-01,12:35:00,0.0,-0.01532567049808429,-0.001277139208173691,0.6130099228224918
2024-04-01,12:40:00,0.0,-0.01532567049808429,-0.001277139208173691,1.7003188097768331
2024-04-01,12:45:00,0.0012970168612191958,-0.0140485312899106,0.001277139208173691,0.7301118379404938
2024-04-01,12:50:00,-0.0012953367875647669,-0.01532567049808429,0.0,0.6032171581769437
2024-04-01,12:55:00,0.0,-0.01532567049808429,0.0,1.2252878557462523
2024-04-01,13:00:00,-0.0012970168612191958,-0.016602809706257982,-0.002554278416347382,1.8508789654475652
2024-04-01,13:05:00,0.0012987012987012987,-0.01532567049808429,0.0,1.7165354330708662
2024-04-01,13:10:00,0.0,-0.01532567049808429,0.0,2.4547945205479453
2024-04-01,13:15:00,0.0012970168612191958,-0.0140485312899106,0.002554278416347382,2.25734409895207
2024-04-01,13:20:00,-0.0038860103626943004,-0.017879948914431672,-0.002554278416347382,3.5562805872756935
2024-04-01,13:25:00,0.0013003901170351106,-0.016602809706257982,-0.001277139208173691,3.8317295830249196
2024-04-02,09:00:00,0.0,0.0,0.0,1.0
2024-04-02,09:05:00,0.003826530612244898,0.003826530612244898,0.0,0.6951780954688636
2024-04-02,09:10:00,0.0,0.003826530612244898,0.0,0.49093119870300944
2024-04-02,09:15:00,0.0012706480304955528,0.00510204081632653,0.00510204081632653,0.41973517141302374
2024-04-02,09:20:00,-0.0012690355329949238,0.003826530612244898,0.0,0.26862341228973563
2024-04-02,09:25:00,0.0,0.003826530612244898,0.0,0.6204986149584487
2024-04-02,09:30:00,-0.0025412960609911056,0.0012755102040816326,-0.003826530612244898,0.29757607013924703
2024-04-02,09:35:00,-0.0025477707006369425,-0.0012755102040816326,-0.00510204081632653,0.47981162130341437
2024-04-02,09:40:00,0.001277139208173691,0.0,-0.003826530612244898,0.15738976592270004
2024-04-02,09:45:00,0.0,0.0,-0.0012755102040816326,0.16002678272514229
2024-04-02,09:50:00,0.0012755102040816326,0.0012755102040816326,0.002551020408163265,0.6617582279277578
2024-04-02,09:55:00,0.0,0.0012755102040816326,0.0012755102040816326,0.30756024281071803
2024-04-02,10:00:00,0.0012738853503184713,0.002551020408163265,0.002551020408163265,0.44570108953102794
2024-04-02,10:05:00,0.0,0.002551020408163265,0.0012755102040816326,0.17922487870462386
2024-04-02,10:10:00,-0.001272264631043257,0.0012755102040816326,0.0,0.3209198558434872
2024-04-02,10:15:00,0.0,0.0012755102040816326,-0.0012755102040816326,0.16217440543601358
2024-04-02,10:20:00,0.0012738853503184713,0.002551020408163265,0.0,0.23448930585804437
2024-04-02,10:25:00,0.0,0.002551020408163265,0.0012755102040816326,0.6948351766348115
2024-04-02,10:30:00,0.0,0.002551020408163265,0.0012755102040816326,0.22379032258064516
2024-04-02,10:35:00,0.001272264631043257,0.003826530612244898,0.0012755102040816326,1.1576527041887434
2024-04-02,10:40:00,0.0,0.003826530612244898,0.0012755102040816326,0.46235050444310816
2024-04-02,10:45:00,0.0,0.003826530612244898,0.0012755102040816326,0.5169498349303486
2024-04-02,10:50:00,0.0,0.003826530612244898,0.0,0.7002500893176135
2024-04-02,10:55:00,0.0025412960609911056,0.006377551020408163,0.002551020408163265,3.7753535353535352
2024-04-02,11:00:00,0.0,0.006377551020408163,0.002551020408163265,0.4963479415670651
2024-04-02,11:05:00,0.0,0.006377551020408163,0.002551020408163265,0.47249840372160906
